# lemma(1sg.pres)	V;1;SG;IND;PRS	V;2;SG;IND;PRS	V;3;SG;IND;PRS	V;1;PL;IND;PRS	V;2;PL;IND;PRS	V;3;PL;IND;PRS	V;1;SG;IND;IPFV	V;2;SG;IND;IPFV	V;3;SG;IND;IPFV	V;1;PL;IND;IPFV	V;2;PL;IND;IPFV	V;3;PL;IND;IPFV	V;1;SG;IND;PST	V;2;SG;IND;PST	V;3;SG;IND;PST	V;1;PL;IND;PST	V;2;PL;IND;PST	V;3;PL;IND;PST	V;1;SG;ADM;PRS	V;2;SG;ADM;PRS	V;3;SG;ADM;PRS	V;1;PL;ADM;PRS	V;2;PL;ADM;PRS	V;3;PL;ADM;PRS	V;1;SG;ADM;IPFV	V;2;SG;ADM;IPFV	V;3;SG;ADM;IPFV	V;1;PL;ADM;IPFV	V;2;PL;ADM;IPFV	V;3;PL;ADM;IPFV	V;2;SG;IMP	V;2;PL;IMP	V;V.PTCP  ("-" = productive -oj default)
udhëheq	udhëheq	udhëheq	udhëheq	udhëheqim	udhëhiqni	udhëheqin	udhëhiqja	udhëhiqje	udhëhiqte	udhëhiqnim	udhëhiqnit	udhëhiqnin	udhëhoqa	udhëhoqe	udhëhoqi	udhëhoqëm	udhëhoqët	udhëhoqën	udhëheqkam	udhëheqke	udhëheqka	udhëheqkemi	udhëheqkeni	udhëheqkan	udhëheqkësha	udhëheqkëshe	udhëheqkësh	udhëheqkëshim	udhëheqkëshit	udhëheqkëshin	udhëhiq	udhëhiqni	udhëhequr
udhëhiqem	udhëhiqem	udhëhiqesh	udhëhiqet	udhëhiqemi	udhëhiqeni	udhëhiqen	udhëhiqesha	udhëhiqeshe	udhëhiqesh	udhëhiqeshim	udhëhiqeshit	udhëhiqeshin	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	udhëhiqu	udhëhiquni	udhëhequr
ujdis	ujdis	ujdis	ujdis	ujdisim	ujdisni	ujdisin	ujdisja	ujdisje	ujdiste	ujdisnim	ujdisnit	ujdisnin	ujdisa	ujdise	ujdisi	ujdisëm	ujdisët	ujdisën	ujdiskam	ujdiske	ujdiska	ujdiskemi	ujdiskeni	ujdiskan	ujdiskësha	ujdiskëshe	ujdiskësh	ujdiskëshim	ujdiskëshit	ujdiskëshin	ujdis	ujdisni	ujdisur
ujit	ujit	ujit	ujit	ujitim	ujitni	ujitin	ujitja	ujitje	ujitte	ujitnim	ujitnit	ujitnin	ujita	ujite	ujiti	ujitëm	ujitët	ujitën	ujitkam	ujitke	ujitka	ujitkemi	ujitkeni	ujitkan	ujitkësha	ujitkëshe	ujitkësh	ujitkëshim	ujitkëshit	ujitkëshin	ujit	ujitni	ujitur
ul	ul	ul	ul	ulemi	uleni	ulen	ulesha	uleshe	ulte	uleshim	uleshit	uleshin	ula	ule	uli	ulëm	ulët	ulën	ulkam	ulke	ulka	ulkemi	ulkeni	ulkan	ulkësha	ulkëshe	ulkësh	ulkëshim	ulkëshit	ulkëshin	ul	ulni	ulur
ulem	ul	ul	ul	ulemi	uleni	ulen	ulesha	uleshe	ule	uleshim	uleshit	uleshin	ula	ule	uli	ulëm	ulët	ulën	ulkam	ulke	ulka	ulkemi	ulkeni	ulkan	ulkësha	ulkëshe	-	ulkëshim	ulkëshit	ulkëshin	ul	ulni	ulur
urrej	urrej	urren	urren	urrejmë	urreni	urrejnë	urreja	urreje	urrente	urrenim	urrenit	urrenin	urreva	urreve	urreu	urryem	urryet	urryen	urryekam	urryeke	urryeka	urryekemi	urryekeni	urryekan	urryekësha	urryekëshe	urryekësh	urryekëshim	urryekëshit	urryekëshin	urre	urreni	urryer
vak	vak	vak	vak	vakim	vakni	vakin	vakja	vakje	vakte	vaknim	vaknit	vaknin	vaka	vake	vaku	vakëm	vakët	vakën	vakkam	vakke	vakka	vakkemi	vakkeni	vakkan	vakkësha	vakkëshe	vakkësh	vakkëshim	vakkëshit	vakkëshin	vak	vakni	vakur
var	var	var	var	varim	varni	varin	varja	varje	varte	varnim	varnit	varnin	vara	vare	vari	varëm	varët	varën	varkam	varke	varka	varkemi	varkeni	varkan	varkësha	varkëshe	varkësh	varkëshim	varkëshit	varkëshin	var	varni	varur
varrakat	varrakat	varrakat	varrakat	varrakatim	varrakatni	varrakatin	varrakatja	varrakatje	varrakatte	varrakatnim	varrakatnit	varrakatnin	varrakata	varrakate	varrakati	varrakatëm	varrakatët	varrakatën	varrakatkam	varrakatke	varrakatka	varrakatkemi	varrakatkeni	varrakatkan	varrakatkësha	varrakatkëshe	varrakatkësh	varrakatkëshim	varrakatkëshit	varrakatkëshin	varrakat	varrakatni	varrakatur
vdes	vdes	vdes	vdes	vdesim	vdesni	vdesin	vdisja	vdisje	vdiste	vdisnim	vdisnit	vdisnin	vdiqa	vdiqe	vdiqi	vdiqëm	vdiqët	vdiqën	vdekëkam	vdekëke	vdekëka	vdekekëmi	vdekekëni	vdekekan	vdekëkësha	vdekëkëshe	vdekëkësh	vdekëkëshim	vdekëkëshit	vdekëkëshin	vdis	vdisni	vdekur
vel	vel	vel	vel	velim	velni	velin	velja	velje	velte	velnim	velnit	velnin	vela	vele	veli	velëm	velët	velën	velkam	velke	velka	velkemi	velkeni	velkan	velkësha	velkëshe	velkësh	velkëshim	velkëshit	velkëshin	vel	velni	velur
vendos	vendos	vendos	vendos	vendosim	vendosni	vendosin	vendosja	vendosje	vendoste	vendosnim	vendosnit	vendosnin	vendosa	vendose	vendosi	vendosëm	vendosët	vendosën	vendoskam	vendoske	vendoska	vendoskemi	vendoskeni	vendoskan	vendoskësha	vendoskëshe	vendoskësh	vendoskëshim	vendoskëshit	vendoskëshin	vendos	vendosni	vendosur
venit	venit	venit	venit	venitim	venitni	venitin	venitja	venitje	venitte	venitnim	venitnit	venitnin	venita	venite	veniti	venitëm	venitët	venitën	venitkam	venitke	venitka	venitkemi	venitkeni	venitkan	venitkësha	venitkëshe	venitkësh	venitkëshim	venitkëshit	venitkëshin	venit	venitni	venitur
vesh	vesh	vesh	vesh	veshim	veshni	veshin	veshja	veshje	veshte	veshnim	veshnit	veshnin	vesha	veshe	veshi	veshëm	veshët	veshën	veshkam	veshke	veshka	veshkemi	veshkeni	veshkan	veshkësha	veshkëshe	veshkësh	veshkëshim	veshkëshit	veshkëshin	vesh	veshni	veshur
vetëvendos	vetëvendos	vetëvendos	vetëvendos	vetëvendosim	vetëvendosni	vetëvendosin	vetëvendosja	vetëvendosje	vetëvendoste	vetëvendosnim	vetëvendosnit	vetëvendosnin	vetëvendosa	vetëvendose	vetëvendosi	vetëvendosëm	vetëvendosët	vetëvendosën	vetëvendoskam	vetëvendoske	vetëvendoska	vetëvendoskemi	vetëvendoskeni	vetëvendoskan	vetëvendoskësha	vetëvendoskëshe	vetëvendoskësh	vetëvendoskëshim	vetëvendoskëshit	vetëvendoskëshin	vetëvendos	vetëvendosni	vetëvendosur
vihem	vihem	vihesh	vihet	vihemi	viheni	vihen	vihesha	viheshe	vihej	viheshim	viheshit	viheshin	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Vihu!	Vihuni!	vënë
vij	vij	vjen	vjen	vijmë	vini	vijnë	vija	vije	vinte	vinim	vinit	vinin	erdha	erdhe	erdhi	erdhëm	erdhët	erdhën	ardhkam	ardhke	ardhka	ardhkemi	ardhkeni	ardhkan	ardhkësha	ardhkëshe	ardhkësh	ardhkëshim	ardhkëshit	ardhkëshin	eja	ejani	ardhur
vjel	vjel	vjel	vjel	vjelim	vilni	vjelin	vilja	vilje	vilte	vilnim	vilnit	vilnin	vola	vole	voli	volëm	volët	volën	vjelkam	vjelke	vjelka	vjelkemi	vjelkeni	vjelkan	vjelkësha	vjelkëshe	vjelkësh	vjelkëshim	vjelkëshit	vjelkëshin	vil	vilni	vjelë
vjerdh	vjerdh	vjerdh	vjerdh	vjerdhim	virdhni	vjerdhin	virdhja	virdhje	virdhte	virdhnim	virdhnit	virdhnin	vordha	vordhe	vordhi	vordhëm	vordhët	vordhën	vjerdhkam	vjerdhke	vjerdhka	vjerdhkemi	vjerdhkeni	vjerdhkan	vjerdhkësha	vjerdhkëshe	vjerdhkej	vjerdhkëshim	vjerdhkëshit	vjerdhkëshin	virdh	virdhni	vjerdhur
vozit	vozit	vozit	vozit	vozitim	vozitni	vozitin	vozitja	vozitje	vozitte	vozitnim	vozitnit	vozitnin	vozita	vozite	voziti	vozitëm	vozitët	vozitën	vozitkam	vozitke	vozitka	vozitkemi	vozitkeni	vozitkan	vozitkësha	vozitkëshe	vozitkësh	vozitkëshim	vozitkëshit	vozitkëshin	vozit	vozitni	vozitur
vras	vras	vret	vret	vrasim	vrisni	vrasin	vrisja	vrisje	vriste	vrisnim	vrisnit	vrisnin	vrava	vrave	vrau	vramë	vratë	vranë	vrakam	vrake	vraka	vrakemi	vrakeni	vrakan	vrakësha	vrakëshe	vrakej	vrakëshim	vrakëshit	vrakëshin	vrit	vritni	vrarë
vrenjt	vrenjt	vrenjt	vrenjt	vrenjtim	vrenjtni	vrenjtin	vrenjtja	vrenjtje	vrenjtte	vrenjtnim	vrenjtnit	vrenjtnin	vrenjta	vrenjte	vrenjti	vrenjtëm	vrenjtët	vrenjtën	vrenjtkam	vrenjtke	vrenjtka	vrenjtkemi	vrenjtkeni	vrenjtkan	vrenjtkësha	vrenjtkëshe	vrenjtkësh	vrenjtkëshim	vrenjtkëshit	vrenjtkëshin	vrenjt	vrenjtni	vrenjtur
vuaj	vuaj	vuan	vuan	vuajmë	vuani	vuajnë	vuaja	vuaje	vuante	vuanim	vuanit	vuanin	vova	vove	voi	vuam	vuat	vuan	vuakam	vuake	vuaka	vuakemi	vuakeni	vuakan	vuakësha	vuakëshe	vuakësh	vuakëshim	vuakëshit	vuakëshin	vuaj	vuani	vuajtur
vyshkem	vyshkem	vyshkesh	vyshket	vyshkemi	vyshkeni	vyshken	vyshkesha	vyshkeshe	vyshkej	vyshkeshim	vyshkeshit	vyshkeshin	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	vyshku	vyshkuni	vyshkuar
vë	vë	vë	vë	vëmë	vini	vënë	vija	vije	vinte	vinim	vinit	vinin	vura	vure	vuri	vumë	vutë	vunë	vënkam	vënke	vënka	vënkemi	vënkeni	vënkan	vënkësha	vënkëshe	vënkësh	vënkëshim	vënkëshit	vënkëshin	vër	vini	vënë
vërtit	vërtit	vërtit	vërtit	vërtitim	vërtitni	vërtitin	vërtitja	vërtitje	vërtitte	vërtitnim	vërtitnit	vërtitnin	vërtita	vërtite	vërtiti	vërtitëm	vërtitët	vërtitën	vërtitkam	vërtitke	vërtitka	vërtitkemi	vërtitkeni	vërtitkan	vërtitkësha	vërtitkëshe	vërtitkësh	vërtitkëshim	vërtitkëshit	vërtitkëshin	vërtit	vërtitni	vërtitur
vërvit	vërvit	vërvit	vërvit	vërvitim	vërvitni	vërvitin	vërvitja	vërvitje	vërvitte	vërvitnim	vërvitnit	vërvitnin	vërvita	vërvite	vërviti	vërvitëm	vërvitët	vërvitën	vërvitkam	vërvitke	vërvitka	vërvitkemi	vërvitkeni	vërvitkan	vërvitkësha	vërvitkëshe	vërvitkësh	vërvitkëshim	vërvitkëshit	vërvitkëshin	vërvit	vërvitni	vërvitur
xëgit	xëgit	xëgit	xëgit	xëgitim	xëgitni	xëgitin	xëgitja	xëgitje	xëgitte	xëgitnim	xëgitnit	xëgitnin	xëgita	xëgite	xëgiti	xëgitëm	xëgitët	xëgitën	xëgitkam	xëgitke	xëgitka	xëgitkemi	xëgitkeni	xëgitkan	xëgitkësha	xëgitkëshe	xëgitkësh	xëgitkëshim	xëgitkëshit	xëgitkëshin	xëgit	xëgitni	xëgitur
xërlis	xërlis	xërlis	xërlis	xërlisim	xërlisni	xërlisin	xërlisja	xërlisje	xërliste	xërlisnim	xërlisnit	xërlisnin	xërlisa	xërlise	xërlisi	xërlisëm	xërlisët	xërlisën	xërliskam	xërliske	xërliska	xërliskemi	xërliskeni	xërliskan	xërliskësha	xërliskëshe	xërliskësh	xërliskëshim	xërliskëshit	xërliskëshin	xërlis	xërlisni	xërlisur
ysht	ysht	ysht	ysht	yshtim	yshtni	yshtin	yshtja	yshtje	yshtte	yshtnim	yshtnit	yshtnin	yshta	yshte	yshti	yshtëm	yshtët	yshtën	yshtkam	yshtke	yshtka	yshtkemi	yshtkeni	yshtkan	yshtkësha	yshtkëshe	yshtkësh	yshtkëshim	yshtkëshit	yshtkëshin	ysht	yshtni	yshtur
zbath	zbath	zbath	zbath	zbathim	zbathni	zbathin	zbathja	zbathje	zbathte	zbathnim	zbathnit	zbathnin	zbatha	zbathe	zbathi	zbathëm	zbathët	zbathën	zbathkam	zbathke	zbathka	zbathkemi	zbathkeni	zbathkan	zbathkësha	zbathkëshe	zbathkësh	zbathkëshim	zbathkëshit	zbathkëshin	zbath	zbathni	zbathur
zbavit	zbavit	zbavit	zbavit	zbavitim	zbavitni	zbavitin	zbavitja	zbavitje	zbavitte	zbavitnim	zbavitnit	zbavitnin	zbavita	zbavite	zbaviti	zbavitëm	zbavitët	zbavitën	zbavitkam	zbavitke	zbavitka	zbavitkemi	zbavitkeni	zbavitkan	zbavitkësha	zbavitkëshe	zbavitkësh	zbavitkëshim	zbavitkëshit	zbavitkëshin	zbavit	zbavitni	zbavitur
zbeh	zbeh	zbeh	zbeh	zbehim	zbehni	zbehin	zbehja	zbehje	zbehte	zbehnim	zbehnit	zbehnin	zbeha	zbehe	zbehi	zbehëm	zbehët	zbehën	zbehkam	zbehke	zbehka	zbehkemi	zbehkeni	zbehkan	zbehkësha	zbehkëshe	zbehkësh	zbehkëshim	zbehkëshit	zbehkëshin	zbeh	zbehni	zbehur
zbehem	zbehem	zbehesh	zbehet	zbehemi	zbeheni	zbehen	zbehesha	zbeheshe	zbehej	zbeheshim	zbeheshit	zbeheshin	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Zbehu!	Zbehuni!	zbehur
zbraz	zbraz	zbraz	zbraz	zbrazim	zbrazni	zbrazin	zbrazja	zbrazje	zbrazte	zbraznim	zbraznit	zbraznin	zbraza	zbraze	zbrazi	zbrazëm	zbrazët	zbrazën	zbrazkam	zbrazke	zbrazka	zbrazkemi	zbrazkeni	zbrazkan	zbrazkësha	zbrazkëshe	zbrazkësh	zbrazkëshim	zbrazkëshit	zbrazkëshin	zbraz	zbrazni	zbrazur
zbyth	zbyth	zbyth	zbyth	zbythim	zbythni	zbythin	zbythja	zbythje	zbythte	zbythnim	zbythnit	zbythnin	zbytha	zbythe	zbythi	zbythëm	zbythët	zbythën	zbythkam	zbythke	zbythka	zbythkemi	zbythkeni	zbythkan	zbythkësha	zbythkëshe	zbythkësh	zbythkëshim	zbythkëshit	zbythkëshin	zbyth	zbythni	zbythur
zdryp	zdryp	zdryp	zdryp	zdrypim	zdrypni	zdrypin	zdrypja	zdrypje	zdrypte	zdrypnim	zdrypnit	zdrypnin	zdrypa	zdrype	zdrypi	zdrypëm	zdrypët	zdrypën	zdrypkam	zdrypke	zdrypka	zdrypkemi	zdrypkeni	zdrypkan	zdrypkësha	zdrypkëshe	zdrypkësh	zdrypkëshim	zdrypkëshit	zdrypkëshin	zdryp	zdrypni	zdrypur
zeshk	zeshk	zeshk	zeshk	zeshkim	zeshkni	zeshkin	zeshkja	zeshkje	zeshkte	zeshknim	zeshknit	zeshknin	zeshka	zeshke	zeshku	zeshkëm	zeshkët	zeshkën	zeshkkam	zeshkke	zeshkka	zeshkkemi	zeshkkeni	zeshkkan	zeshkkësha	zeshkkëshe	zeshkkësh	zeshkkëshim	zeshkkëshit	zeshkkëshin	zeshk	zeshkni	zeshkur
zgidh	zgidh	zgidh	zgidh	zgidhim	zgidhni	zgidhin	zgidhja	zgidhje	zgidhte	zgidhnim	zgidhnit	zgidhnin	zgidha	zgidhe	zgidhi	zgidhëm	zgidhët	zgidhën	zgidhkam	zgidhke	zgidhka	zgidhkemi	zgidhkeni	zgidhkan	zgidhkësha	zgidhkëshe	zgidhkësh	zgidhkëshim	zgidhkëshit	zgidhkëshin	zgidh	zgidhni	zgidhur
zgjat	zgjat	zgjat	zgjat	zgjatim	zgjatni	zgjatin	zgjatja	zgjatje	zgjatte	zgjatnim	zgjatnit	zgjatnin	zgjata	zgjate	zgjati	zgjatëm	zgjatët	zgjatën	zgjatkam	zgjatke	zgjatka	zgjatkemi	zgjatkeni	zgjatkan	zgjatkësha	zgjatkëshe	zgjatkësh	zgjatkëshim	zgjatkëshit	zgjatkëshin	zgjat	zgjatni	zgjatur
zgjedh	zgjedh	zgjedh	zgjedh	zgjedhim	zgjedhni	zgjedhin	zgjedhja	zgjedhje	zgjedhte	zgjedhnim	zgjedhnit	zgjedhnin	zgjedha	zgjedhe	zgjedhi	zgjedhëm	zgjedhët	zgjedhën	zgjedhkam	zgjedhke	zgjedhka	zgjedhkemi	zgjedhkeni	zgjedhkan	zgjedhkësha	zgjedhkëshe	zgjedhkësh	zgjedhkëshim	zgjedhkëshit	zgjedhkëshin	zgjedh	zgjedhni	zgjedhur
zgjidh	zgjidh	zgjidh	zgjidh	zgjidhim	zgjidhni	zgjidhin	zgjidhja	zgjidhje	zgjidhte	zgjidhnim	zgjidhnit	zgjidhnin	zgjidha	zgjidhe	zgjidhi	zgjidhëm	zgjidhët	zgjidhën	zgjidhkam	zgjidhke	zgjidhka	zgjidhkemi	zgjidhkeni	zgjidhkan	zgjidhkësha	zgjidhkëshe	zgjidhkësh	zgjidhkëshim	zgjidhkëshit	zgjidhkëshin	zgjidh	zgjidhni	zgjidhur
zgjohem	zgjohem	zgjohesh	zgjohet	zgjohemi	zgjoheni	zgjohen	zgjohesha	zgjoheshe	zgjohej	zgjoheshim	zgjoheshit	zgjoheshin	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	zgjohu	zgjohuni	zgjuar
zharg	zharg	zharg	zharg	zhargim	zhargni	zhargin	zhargja	zhargje	zhargte	zhargnim	zhargnit	zhargnin	zharga	zharge	zhargi	zhargëm	zhargët	zhargën	zhargkam	zhargke	zhargka	zhargkemi	zhargkeni	zhargkan	zhargkësha	zhargkëshe	zhargkësh	zhargkëshim	zhargkëshit	zhargkëshin	zharg	zhargni	zhargur
zhburgos	zhburgos	zhburgos	zhburgos	zhburgosim	zhburgosni	zhburgosin	zhburgosja	zhburgosje	zhburgoste	zhburgosnim	zhburgosnit	zhburgosnin	zhburgosa	zhburgose	zhburgosi	zhburgosëm	zhburgosët	zhburgosën	zhburgoskam	zhburgoske	zhburgoska	zhburgoskemi	zhburgoskeni	zhburgoskan	zhburgoskësha	zhburgoskëshe	zhburgoskësh	zhburgoskëshim	zhburgoskëshit	zhburgoskëshin	zhburgos	zhburgosni	zhburgosur
zhduk	zhduk	zhduk	zhduk	zhdukim	zhdukni	zhdukin	zhdukja	zhdukje	zhdukte	zhduknim	zhduknit	zhduknin	zhduka	zhduke	zhduku	zhdukëm	zhdukët	zhdukën	zhdukkam	zhdukke	zhdukka	zhdukkemi	zhdukkeni	zhdukkan	zhdukkësha	zhdukkëshe	zhdukkësh	zhdukkëshim	zhdukkëshit	zhdukkëshin	zhduk	zhdukni	zhdukur
zhdukem	zhdukem	zhdukesh	zhduket	zhdukemi	zhdukeni	zhduken	zhdukesha	zhdukeshe	zhdukej	zhdukeshim	zhdukeshit	zhdukeshin	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	zhduku	zhdukuni	zhdukur
zhgënjej	zhgënjej	zhgënjen	zhgënjen	zhgënjejmë	zhgënjeni	zhgënjejnë	zhgënjeja	zhgënjeje	zhgënjente	zhgënjenim	zhgënjenit	zhgënjenin	zhgënjeva	zhgënjeve	zhgënjeu	zhgënjyem	zhgënjyet	zhgënjyen	zhgënjyekam	zhgënjyeke	zhgënjyeka	zhgënjyekemi	zhgënjyekeni	zhgënjyekan	zhgënjyekësha	zhgënjyekëshe	zhgënjyekësh	zhgënjyekëshim	zhgënjyekëshit	zhgënjyekëshin	zhgënje	zhgënjeni	zhgënjyer
zhurmoj	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	zhurmuakej	-	-	-	Zhurmo!	Zhurmoni!	-
zhvendos	zhvendos	zhvendos	zhvendos	zhvendosim	zhvendosni	zhvendosin	zhvendosja	zhvendosje	zhvendoste	zhvendosnim	zhvendosnit	zhvendosnin	zhvendosa	zhvendose	zhvendosi	zhvendosëm	zhvendosët	zhvendosën	zhvendoskam	zhvendoske	zhvendoska	zhvendoskemi	zhvendoskeni	zhvendoskan	zhvendoskësha	zhvendoskëshe	zhvendoskësh	zhvendoskëshim	zhvendoskëshit	zhvendoskëshin	zhvendos	zhvendosni	zhvendosur
zhvendosem	zhvendosem	zhvendosesh	zhvendoset	zhvendosemi	zhvendoseni	zhvendosen	zhvendosesha	zhvendoseshe	zhvendosej	zhvendoseshim	zhvendoseshit	zhvendoseshin	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	zhvendosu	zhvendosuni	zhvendosur
zhvesh	zhvesh	zhvesh	zhvesh	zhveshim	zhveshni	zhveshin	zhveshja	zhveshje	zhveshte	zhveshnim	zhveshnit	zhveshnin	zhvesha	zhveshe	zhveshi	zhveshëm	zhveshët	zhveshën	zhveshkam	zhveshke	zhveshka	zhveshkemi	zhveshkeni	zhveshkan	zhveshkësha	zhveshkëshe	zhveshkësh	zhveshkëshim	zhveshkëshit	zhveshkëshin	zhvesh	zhveshni	zhveshur
zhvillohem	zhvillohem	zhvillohesh	zhvillohet	zhvillohemi	zhvilloheni	zhvillohen	zhvillohesha	zhvilloheshe	zhvillohej	zhvilloheshim	zhvilloheshit	zhvilloheshin	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	zhvillohu	zhvillohuni	zhvilluar
zhvirgjërohem	zhvirgjërohem	zhvirgjërohesh	zhvirgjërohet	zhvirgjërohemi	zhvirgjëroheni	zhvirgjërohen	zhvirgjërohesha	zhvirgjëroheshe	zhvirgjërohej	zhvirgjëroheshim	zhvirgjëroheshit	zhvirgjëroheshin	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	zhvirgjërohu	zhvirgjërohuni	zhvirgjëruar
zhvoshk	zhvoshk	zhvoshk	zhvoshk	zhvoshkim	zhvoshkni	zhvoshkin	zhvoshkja	zhvoshkje	zhvoshkte	zhvoshknim	zhvoshknit	zhvoshknin	zhvoshka	zhvoshke	zhvoshku	zhvoshkëm	zhvoshkët	zhvoshkën	zhvoshkkam	zhvoshkke	zhvoshkka	zhvoshkkemi	zhvoshkkeni	zhvoshkkan	zhvoshkkësha	zhvoshkkëshe	zhvoshkkësh	zhvoshkkëshim	zhvoshkkëshit	zhvoshkkëshin	zhvoshk	zhvoshkni	zhvoshkur
zhyt	zhyt	zhyt	zhyt	zhytim	zhytni	zhytin	zhytja	zhytje	zhytte	zhytnim	zhytnit	zhytnin	zhyta	zhyte	zhyti	zhytëm	zhytët	zhytën	zhytkam	zhytke	zhytka	zhytkemi	zhytkeni	zhytkan	zhytkësha	zhytkëshe	zhytkësh	zhytkëshim	zhytkëshit	zhytkëshin	zhyt	zhytni	zhytur
zverdh	zverdh	zverdh	zverdh	zverdhim	zverdhni	zverdhin	zverdhja	zverdhje	zverdhte	zverdhnim	zverdhnit	zverdhnin	zverdha	zverdhe	zverdhi	zverdhëm	zverdhët	zverdhën	zverdhkam	zverdhke	zverdhka	zverdhkemi	zverdhkeni	zverdhkan	zverdhkësha	zverdhkëshe	zverdhkësh	zverdhkëshim	zverdhkëshit	zverdhkëshin	zverdh	zverdhni	zverdhur
zvjerdh	zvjerdh	zvjerdh	zvjerdh	zvjerdhim	zvirdhni	zvjerdhin	zvirdhja	zvirdhje	zvirdhte	zvirdhnim	zvirdhnit	zvirdhnin	zvordha	zvordhe	zvordhi	zvordhëm	zvordhët	zvordhën	zvjerdhkam	zvjerdhke	zvjerdhka	zvjerdhkemi	zvjerdhkeni	zvjerdhkan	zvjerdhkësha	zvjerdhkëshe	zvjerdhkej	zvjerdhkëshim	zvjerdhkëshit	zvjerdhkëshin	zvirdh	zvirdhni	zvjerdhur
zë	zë	zë	zë	zëmë	zini	zënë	zija	zije	zinte	zinim	zinit	zinin	zura	zure	zuri	zumë	zutë	zunë	zënkam	zënke	zënka	zënkemi	zënkeni	zënkan	zënkësha	zënkëshe	zënkësh	zënkëshim	zënkëshit	zënkëshin	zër	zini	zënë
çabullit	çabullit	çabullit	çabullit	çabullitim	çabullitni	çabullitin	çabullitja	çabullitje	çabullitte	çabullitnim	çabullitnit	çabullitnin	çabullita	çabullite	çabulliti	çabullitëm	çabullitët	çabullitën	çabullitkam	çabullitke	çabullitka	çabullitkemi	çabullitkeni	çabullitkan	çabullitkësha	çabullitkëshe	çabullitkësh	çabullitkëshim	çabullitkëshit	çabullitkëshin	çabullit	çabullitni	çabullitur
çaj	çaj	çan	çan	çajmë	çani	çajnë	çaja	çaje	çante	çanim	çanit	çanin	çava	çave	çau	çamë	çatë	çanë	çakam	çake	çaka	çakemi	çakeni	çakan	çakësha	çakëshe	çakësh	çakëshim	çakëshit	çakëshin	çaj	çani	çarë
çalavit	çalavit	çalavit	çalavit	çalavitim	çalavitni	çalavitin	çalavitja	çalavitje	çalavitte	çalavitnim	çalavitnit	çalavitnin	çalavita	çalavite	çalaviti	çalavitëm	çalavitët	çalavitën	çalavitkam	çalavitke	çalavitka	çalavitkemi	çalavitkeni	çalavitkan	çalavitkësha	çalavitkëshe	çalavitkësh	çalavitkëshim	çalavitkëshit	çalavitkëshin	çalavit	çalavitni	çalavitur
çallavosh	çallavosh	çallavosh	çallavosh	çallavoshim	çallavoshni	çallavoshin	çallavoshja	çallavoshje	çallavoshte	çallavoshnim	çallavoshnit	çallavoshnin	çallavosha	çallavoshe	çallavoshi	çallavoshëm	çallavoshët	çallavoshën	çallavoshkam	çallavoshke	çallavoshka	çallavoshkemi	çallavoshkeni	çallavoshkan	çallavoshkësha	çallavoshkëshe	çallavoshkësh	çallavoshkëshim	çallavoshkëshit	çallavoshkëshin	çallavosh	çallavoshni	çallavoshur
çallavoshem	çallavoshem	çallavoshesh	çallavoshet	çallavoshemi	çallavosheni	çallavoshen	çallavoshesha	çallavosheshe	çallavoshej	çallavosheshim	çallavosheshit	çallavosheshin	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	çallavoshu	çallavoshuni	çallavoshur
çallit	çallit	çallit	çallit	çallitim	çallitni	çallitin	çallitja	çallitje	çallitte	çallitnim	çallitnit	çallitnin	çallita	çallite	çalliti	çallitëm	çallitët	çallitën	çallitkam	çallitke	çallitka	çallitkemi	çallitkeni	çallitkan	çallitkësha	çallitkëshe	çallitkësh	çallitkëshim	çallitkëshit	çallitkëshin	çallit	çallitni	çallitur
çap	çap	çap	çap	çapim	çapni	çapin	çapja	çapje	çapte	çapnim	çapnit	çapnin	çapa	çape	çapi	çapëm	çapët	çapën	çapkam	çapke	çapka	çapkemi	çapkeni	çapkan	çapkësha	çapkëshe	çapkësh	çapkëshim	çapkëshit	çapkëshin	çap	çapni	çapur
çapalit	çapalit	çapalit	çapalit	çapalitim	çapalitni	çapalitin	çapalitja	çapalitje	çapalitte	çapalitnim	çapalitnit	çapalitnin	çapalita	çapalite	çapaliti	çapalitëm	çapalitët	çapalitën	çapalitkam	çapalitke	çapalitka	çapalitkemi	çapalitkeni	çapalitkan	çapalitkësha	çapalitkëshe	çapalitkësh	çapalitkëshim	çapalitkëshit	çapalitkëshin	çapalit	çapalitni	çapalitur
